text,summary,combined
"Section_144: These words much moved the Protector, who else, as every man may know, would never of likelihood have inclined thereunto. But when he saw there was none other way, but either he must take it or else he and his both must go from it, he said unto the lords and commons: Since we perceive well that all the realm is so setîwhereof we be very sorry they will not suffer in any way King Edward's line to govern them, whom no earthly man can govern against their willsîand because we also perceive well that no man is there to whom the crown can by so just title appertain as to ourself as very right heir, lawfully begotten of the body of our most dear father, Richard, late Duke of Yorkîto which title is now joined your election, the nobles and commons of this realm, which we of all titles possible take for most effectualîwe be content and agree favorably to incline to your petition and request, and according to the same, here we take upon us the royal estate, preeminence, and kingdom of the two noble realms, England and France: the one from this day forward by us and our heirs to rule, govern and defend; the other, by God's grace and your good help, to get again and subdue and establish forever in due obedience unto this realm of Englandîthe advancement  îwhereof we never ask of God longer to live than we intend to procure.ù",Section_144:  Richard III agrees to become King after the lords and commons elect him. He plans to rule England and get back France.,"Summary: Section_144: These words much moved the Protector, who else, as every man may know, would never of likelihood have inclined thereunto. But when he saw there was none other way, but either he must take it or else he and his both must go from it, he said unto the lords and commons: Since we perceive well that all the realm is so setîwhereof we be very sorry they will not suffer in any way King Edward's line to govern them, whom no earthly man can govern against their willsîand because we also perceive well that no man is there to whom the crown can by so just title appertain as to ourself as very right heir, lawfully begotten of the body of our most dear father, Richard, late Duke of Yorkîto which title is now joined your election, the nobles and commons of this realm, which we of all titles possible take for most effectualîwe be content and agree favorably to incline to your petition and request, and according to the same, here we take upon us the royal estate, preeminence, and kingdom of the two noble realms, England and France: the one from this day forward by us and our heirs to rule, govern and defend; the other, by God's grace and your good help, to get again and subdue and establish forever in due obedience unto this realm of Englandîthe advancement  îwhereof we never ask of God longer to live than we intend to procure.ù, Text: Section_144:  Richard III agrees to become King after the lords and commons elect him. He plans to rule England and get back France."
"Section_145: With this there was a great shout, crying, Richard! King Richard!ù And then the lords  went up to the King (for so was he from that time called) and the people departed, talking diversely of the matter, every man as his fancy gave him.","Section_145:  The lords went up to Richard and called him King, and the people departed, talking about the matter./n","Summary: Section_145: With this there was a great shout, crying, Richard! King Richard!ù And then the lords  went up to the King (for so was he from that time called) and the people departed, talking diversely of the matter, every man as his fancy gave him., Text: Section_145:  The lords went up to Richard and called him King, and the people departed, talking about the matter./n"
"Section_146: But much they talked and marveled of the manner  of this dealing, that the matter was on both parts made so strange, as though neither had ever communed thereof with the other before, when that they themselves well knew there was no man so dull who heard them, but he perceived well enough that all the matter was made between them. However, some excused that again and said all must be done in good order. And men must sometimes for the sake of manner not acknowledge what they know. For at the consecration of a bishop, every man knows well by the paying for his bulls that he purposes to be one, even though he pay for nothing else. And yet must he be twice asked whether he will be bishop or not, and he must twice say nay, and at the third time take it as compelled thereunto by his own will. And in a stage play all the people know right well that he who plays the sultan is perchance a shoemaker. Yet if one should be so foolish as to show out of turn what acquaintance he really has with him, and call him by his own name while he acts as his majesty, one of his tormentors might, by chance, break his head, and do so rightly for marring of the play. And so they said that these matters be kings' games, as it were, stage plays, and for the most part played upon scaffolds, in which poor men be but the on-lookers. And they that wise be, will meddle no further. For they who sometimes step up and play with them, when they cannot play their parts, they disorder the play and do themselves no good.","Section_146:  The people were surprised by the manner in which King Richard III accepted the crown, as it seemed to be done without prior discussion. Some people justified this by saying that it is often necessary to act in a certain way for the sake of manners, even if it is not what one actually wants to do. Others said that these matters are like stage plays, and it is best for the common people to just watch and not get involved.","Summary: Section_146: But much they talked and marveled of the manner  of this dealing, that the matter was on both parts made so strange, as though neither had ever communed thereof with the other before, when that they themselves well knew there was no man so dull who heard them, but he perceived well enough that all the matter was made between them. However, some excused that again and said all must be done in good order. And men must sometimes for the sake of manner not acknowledge what they know. For at the consecration of a bishop, every man knows well by the paying for his bulls that he purposes to be one, even though he pay for nothing else. And yet must he be twice asked whether he will be bishop or not, and he must twice say nay, and at the third time take it as compelled thereunto by his own will. And in a stage play all the people know right well that he who plays the sultan is perchance a shoemaker. Yet if one should be so foolish as to show out of turn what acquaintance he really has with him, and call him by his own name while he acts as his majesty, one of his tormentors might, by chance, break his head, and do so rightly for marring of the play. And so they said that these matters be kings' games, as it were, stage plays, and for the most part played upon scaffolds, in which poor men be but the on-lookers. And they that wise be, will meddle no further. For they who sometimes step up and play with them, when they cannot play their parts, they disorder the play and do themselves no good., Text: Section_146:  The people were surprised by the manner in which King Richard III accepted the crown, as it seemed to be done without prior discussion. Some people justified this by saying that it is often necessary to act in a certain way for the sake of manners, even if it is not what one actually wants to do. Others said that these matters are like stage plays, and it is best for the common people to just watch and not get involved."
"Section_147: The next day the Protector with a great train went to Westminster Hall and there, when he had placed himself in the court of the King's Bench, declared to the audience that he would take upon him the crown in that place there, where the king himself sits and ministers the law, because he considered that it was the chiefest duty of a king to minister the laws. Then, with as pleasant an oration as he could, he went about to win unto him the nobles, the merchants, the artificers, and, in conclusion, all kinds of men, but specially the lawyers of this realm. And finally, to the intent that no man should hate him for fear, and that his deceitful clemency might get him the good will of the people, when he had declared the disadvantages of discord and the advantages of concord and unity, he made an open proclamation that he did put out of his mind all enmities, and he there did openly pardon all offences committed against him. And to the intent that he might show a proof thereof, he commanded that one Fogge, whom he had long deadly hated, should be brought then before him. Who, being brought out of the sanctuary nearby (for thither had he fled for fear of him) in the sight of the people, he took him by the hand. Which thing the common people rejoiced at and praised, but wise men took it for a vanity. In his return homeward, whomsoever he met, he saluted. For a mind that knows itself guilty is in a manner dejected to a servile flattery.","Section_147:  King Richard III gave his first royal audience at Westminster Hall, where he declared his intention to take the crown. He then gave a pleasant speech to win over the nobles, merchants, and lawyers of the realm. He ended his speech by proclaiming a pardon for all offences against him, and he showed proof of this by taking Fogge, whom he had long hated, by the hand. The common people rejoiced at this, but wise men saw it as a vanity. As King Richard III returned home, he greeted everyone he met.","Summary: Section_147: The next day the Protector with a great train went to Westminster Hall and there, when he had placed himself in the court of the King's Bench, declared to the audience that he would take upon him the crown in that place there, where the king himself sits and ministers the law, because he considered that it was the chiefest duty of a king to minister the laws. Then, with as pleasant an oration as he could, he went about to win unto him the nobles, the merchants, the artificers, and, in conclusion, all kinds of men, but specially the lawyers of this realm. And finally, to the intent that no man should hate him for fear, and that his deceitful clemency might get him the good will of the people, when he had declared the disadvantages of discord and the advantages of concord and unity, he made an open proclamation that he did put out of his mind all enmities, and he there did openly pardon all offences committed against him. And to the intent that he might show a proof thereof, he commanded that one Fogge, whom he had long deadly hated, should be brought then before him. Who, being brought out of the sanctuary nearby (for thither had he fled for fear of him) in the sight of the people, he took him by the hand. Which thing the common people rejoiced at and praised, but wise men took it for a vanity. In his return homeward, whomsoever he met, he saluted. For a mind that knows itself guilty is in a manner dejected to a servile flattery., Text: Section_147:  King Richard III gave his first royal audience at Westminster Hall, where he declared his intention to take the crown. He then gave a pleasant speech to win over the nobles, merchants, and lawyers of the realm. He ended his speech by proclaiming a pardon for all offences against him, and he showed proof of this by taking Fogge, whom he had long hated, by the hand. The common people rejoiced at this, but wise men saw it as a vanity. As King Richard III returned home, he greeted everyone he met."
"Section_148: When he had begun his reign, the twenty-sixth day of June, after this mockish election, then was he crowned on the sixth day of July. And that solemnity was furnished for the most part with the self same provision that was appointed for the coronation of his nephew.","Section_148:  King Richard III was crowned on July 6, 1483, with many of the same provisions that were used for his nephew's coronation.","Summary: Section_148: When he had begun his reign, the twenty-sixth day of June, after this mockish election, then was he crowned on the sixth day of July. And that solemnity was furnished for the most part with the self same provision that was appointed for the coronation of his nephew., Text: Section_148:  King Richard III was crowned on July 6, 1483, with many of the same provisions that were used for his nephew's coronation."
"Section_149: Now fell their mischief thick. And as the thing evilly got is never well kept, through all the time of his reign there never ceased cruel death and slaughter, till his own destruction ended it. But as he finished his time with the best death and the most righteous, that is to say, his own, so began he with the most piteous and wicked: I mean the lamentable murder of his innocent nephewsîthe young King and his tender brother, whose death and final misfortune has nevertheless so far come in question that some remain yet in doubt whether they were in his days destroyed or not. Not only because Perkin Warbeckîby many folk's malice, and more folk's folly, so long a time spoiling the worldîwas reputed and taken for the younger of those two, among princes as well as among the poorer people, but also because all things were in late days so covertly managed, one thing pretended and another meant, that there was nothing so plain and openly proved; but yet for the common custom of close and covert conduct, men ever inwardly had suspected the murders, just as many well-counterfeited jewels make the true ones mistrusted. However, concerning that opinion, with the occasions moving either party, we shall have place more at large to treat, if we hereafter happen to write the history of the late noble prince of famous memory, King Henry the Seventh, or perchance that history of Perkin in any compendious account by itself.","Section_149: King Richard III was responsible for the murder of his two nephews, Prince Edward and Prince Richard, in the Tower of London. This event has been disputed by many, as there was no clear evidence at the time. However, many people suspect that the two princes were killed on Richard's orders.","Summary: Section_149: Now fell their mischief thick. And as the thing evilly got is never well kept, through all the time of his reign there never ceased cruel death and slaughter, till his own destruction ended it. But as he finished his time with the best death and the most righteous, that is to say, his own, so began he with the most piteous and wicked: I mean the lamentable murder of his innocent nephewsîthe young King and his tender brother, whose death and final misfortune has nevertheless so far come in question that some remain yet in doubt whether they were in his days destroyed or not. Not only because Perkin Warbeckîby many folk's malice, and more folk's folly, so long a time spoiling the worldîwas reputed and taken for the younger of those two, among princes as well as among the poorer people, but also because all things were in late days so covertly managed, one thing pretended and another meant, that there was nothing so plain and openly proved; but yet for the common custom of close and covert conduct, men ever inwardly had suspected the murders, just as many well-counterfeited jewels make the true ones mistrusted. However, concerning that opinion, with the occasions moving either party, we shall have place more at large to treat, if we hereafter happen to write the history of the late noble prince of famous memory, King Henry the Seventh, or perchance that history of Perkin in any compendious account by itself., Text: Section_149: King Richard III was responsible for the murder of his two nephews, Prince Edward and Prince Richard, in the Tower of London. This event has been disputed by many, as there was no clear evidence at the time. However, many people suspect that the two princes were killed on Richard's orders."
"Section_150: But in the meantime, for this present matter, I shall rehearse you the sorrowful end of those babes, not after every way that I have heard, but after that way I have so heard by such men, and by such means, as I think it were hard but it should be true.","Section_150:  I shall now tell you the sorrowful end of the two princes in the Tower. I have heard this story from many men, and I believe it to be true.","Summary: Section_150: But in the meantime, for this present matter, I shall rehearse you the sorrowful end of those babes, not after every way that I have heard, but after that way I have so heard by such men, and by such means, as I think it were hard but it should be true., Text: Section_150:  I shall now tell you the sorrowful end of the two princes in the Tower. I have heard this story from many men, and I believe it to be true."
"Section_151: King Richard, after his coronation, taking his way to Gloucester to visit in his new honor the town of which he bore the name of his old, devised, as he rode, to fulfill that thing which he before had intended. And forasmuch as his mind misgave him that, his nephews living, men would not reckon he could have right to the realm, he thought, therefore, without delay to be rid of them, as though the killing of his kinsmen could amend his cause and make him a kindly king.","Section_151:  After being crowned king, Richard III rode to Gloucester. On the way, he devised a plan to murder his nephews, Prince Edward and Prince Richard, in order to make people believe he had a right to the realm.","Summary: Section_151: King Richard, after his coronation, taking his way to Gloucester to visit in his new honor the town of which he bore the name of his old, devised, as he rode, to fulfill that thing which he before had intended. And forasmuch as his mind misgave him that, his nephews living, men would not reckon he could have right to the realm, he thought, therefore, without delay to be rid of them, as though the killing of his kinsmen could amend his cause and make him a kindly king., Text: Section_151:  After being crowned king, Richard III rode to Gloucester. On the way, he devised a plan to murder his nephews, Prince Edward and Prince Richard, in order to make people believe he had a right to the realm."
"Section_152: Whereupon he sent one John Green, whom he specially trusted, unto Sir Robert Brakenbery, Constable of the Tower, with a letter and credentials also, that the same Sir Robert should in any way put the two children to death. This John Green did his errand unto Brakenbery, kneeling before a statue of Our Lady in the Tower, who plainly answered that he would never put them to death, even if he had to die, with which answer John Green, returning, recounted the same to King Richard at Warwick, still on his way.","Section_152:  John Green was sent by King Richard to Sir Robert Brakenbery with orders to kill the two children. Brakenbery refused, even if it meant his death, and Green reported back to Richard./n","Summary: Section_152: Whereupon he sent one John Green, whom he specially trusted, unto Sir Robert Brakenbery, Constable of the Tower, with a letter and credentials also, that the same Sir Robert should in any way put the two children to death. This John Green did his errand unto Brakenbery, kneeling before a statue of Our Lady in the Tower, who plainly answered that he would never put them to death, even if he had to die, with which answer John Green, returning, recounted the same to King Richard at Warwick, still on his way., Text: Section_152:  John Green was sent by King Richard to Sir Robert Brakenbery with orders to kill the two children. Brakenbery refused, even if it meant his death, and Green reported back to Richard./n"
"Section_153: Wherewith he took such displeasure and thought, that the same night, he said unto a secret page of his: Ah, whom shall a man trust? Those that I have brought up myself, those that I had thought would most surely serve me, even those fail me and at my commandment will do nothing for me.ù","Section_153:  Richard III was displeased with his conspirators and said to a secret page, ""Those that I have brought up myself, those that I had thought would most surely serve me, even those fail me and at my commandment will do nothing for me.""","Summary: Section_153: Wherewith he took such displeasure and thought, that the same night, he said unto a secret page of his: Ah, whom shall a man trust? Those that I have brought up myself, those that I had thought would most surely serve me, even those fail me and at my commandment will do nothing for me.ù, Text: Section_153:  Richard III was displeased with his conspirators and said to a secret page, ""Those that I have brought up myself, those that I had thought would most surely serve me, even those fail me and at my commandment will do nothing for me."""
"Section_154: Sir,ù said his page, there lies one outside in your bedchambers who, I dare well say, to do your Grace pleasure, the thing were right hard that he would refuse,ù meaning by this Sir James Tyrell, who was a man of right goodly personage and for nature's gifts, worthy to have served a much better prince, if he had well served God and by grace obtained as much truth and good will as he had strength and wit.",Section_154:  Sir James Tyrell was a man of goodly personage and gifts who was recommended to King Richard III.,"Summary: Section_154: Sir,ù said his page, there lies one outside in your bedchambers who, I dare well say, to do your Grace pleasure, the thing were right hard that he would refuse,ù meaning by this Sir James Tyrell, who was a man of right goodly personage and for nature's gifts, worthy to have served a much better prince, if he had well served God and by grace obtained as much truth and good will as he had strength and wit., Text: Section_154:  Sir James Tyrell was a man of goodly personage and gifts who was recommended to King Richard III."
"Section_155: The man had a high heart and sore longed upward, not rising yet so fast as he had hoped, being hindered and kept under by the means of Sir Richard Radcliff and Sir William Catesby, who, longing for no more partners of the Prince's favor, and namely, none for him, whose pride they knew would bear no peer, kept him by secret plans out of all secret trust. Which thing this page well had marked and known. Because this occasion offered very special friendship with the King, the page took this time to put him forward and, by such a way, do him such good that all the enemies he had, except the devil, could never have done him so much harm.","Section_155:  Sir Richard Radcliff and Sir William Catesby, who wanted no competition for the Prince's favor, kept him out of all trust. The page, seeing an opportunity for special friendship with the King, took this opportunity to put him forward and do him good.","Summary: Section_155: The man had a high heart and sore longed upward, not rising yet so fast as he had hoped, being hindered and kept under by the means of Sir Richard Radcliff and Sir William Catesby, who, longing for no more partners of the Prince's favor, and namely, none for him, whose pride they knew would bear no peer, kept him by secret plans out of all secret trust. Which thing this page well had marked and known. Because this occasion offered very special friendship with the King, the page took this time to put him forward and, by such a way, do him such good that all the enemies he had, except the devil, could never have done him so much harm., Text: Section_155:  Sir Richard Radcliff and Sir William Catesby, who wanted no competition for the Prince's favor, kept him out of all trust. The page, seeing an opportunity for special friendship with the King, took this opportunity to put him forward and do him good."
"Section_156: For upon this page's words King Richard arose (for this communication had he sitting on the stool,  an appropriate court for such a council) and came out into the bedchambers, where he found in bed Sir James and Sir Thomas Tyrell, of person alike and brethren of blood, but nothing of kin in qualities. Then said the King merrily to them: What, sirs, be you in bed so soon?ù and calling up Sir James, revealed to him secretly his mind in this mischievous matter, in which he found him nothing unfriendly.",Section_156:  Richard III found Sir James and Sir Thomas Tyrell in bed and revealed his plan to them. Sir James was not unfriendly to the plan.,"Summary: Section_156: For upon this page's words King Richard arose (for this communication had he sitting on the stool,  an appropriate court for such a council) and came out into the bedchambers, where he found in bed Sir James and Sir Thomas Tyrell, of person alike and brethren of blood, but nothing of kin in qualities. Then said the King merrily to them: What, sirs, be you in bed so soon?ù and calling up Sir James, revealed to him secretly his mind in this mischievous matter, in which he found him nothing unfriendly., Text: Section_156:  Richard III found Sir James and Sir Thomas Tyrell in bed and revealed his plan to them. Sir James was not unfriendly to the plan."
"Section_157: Wherefore on the morrow, he sent him to Brakenbury with a letter, by which he was commanded to deliver Sir James all the keys of the Tower for one night, to the end he might there accomplish the King's pleasure in such thing as he had given him commandment. After which letter was delivered and the keys received, Sir James appointed the next night to destroy them, devising before and preparing the means.",Section_157:  Constable Robert Brakenbury gave Thomas Tyrell the keys to the Tower of London so that he could carry out the King's orders.,"Summary: Section_157: Wherefore on the morrow, he sent him to Brakenbury with a letter, by which he was commanded to deliver Sir James all the keys of the Tower for one night, to the end he might there accomplish the King's pleasure in such thing as he had given him commandment. After which letter was delivered and the keys received, Sir James appointed the next night to destroy them, devising before and preparing the means., Text: Section_157:  Constable Robert Brakenbury gave Thomas Tyrell the keys to the Tower of London so that he could carry out the King's orders."
"Section_158: The Prince, as soon as the Protector had left that name and took himself as King, had it showed unto him he should not reign, but his uncle should have the crown. At which word the Prince, sore abashed, began to sigh and said: Alas, I would my uncle would let me have my life yet, though I lose my kingdom.ù Then he that told him the tale, spoke to him with good words and put him in the best comfort he could. But forthwith were the Prince and his brother both shut up, and all others removed from them, only one, called Black Will or William Slaughter, set to serve them and see them safe. After which time the Prince never tied his laces, nor took care of himself, but with that young babe, his brother, lingered in thought and heaviness till this traitorous death delivered them of that wretchedness.","Section_158:  After the Protector became King, he was told that he would not reign and that his uncle would be crowned instead. The Prince was greatly dismayed at this news and wished his uncle would let him live, even if it meant losing his kingdom. He and his brother were then kept under guard and were only allowed one servant, William Slaughter. The Prince became very depressed and spent his days in thought until he was delivered from this wretchedness by death.","Summary: Section_158: The Prince, as soon as the Protector had left that name and took himself as King, had it showed unto him he should not reign, but his uncle should have the crown. At which word the Prince, sore abashed, began to sigh and said: Alas, I would my uncle would let me have my life yet, though I lose my kingdom.ù Then he that told him the tale, spoke to him with good words and put him in the best comfort he could. But forthwith were the Prince and his brother both shut up, and all others removed from them, only one, called Black Will or William Slaughter, set to serve them and see them safe. After which time the Prince never tied his laces, nor took care of himself, but with that young babe, his brother, lingered in thought and heaviness till this traitorous death delivered them of that wretchedness., Text: Section_158:  After the Protector became King, he was told that he would not reign and that his uncle would be crowned instead. The Prince was greatly dismayed at this news and wished his uncle would let him live, even if it meant losing his kingdom. He and his brother were then kept under guard and were only allowed one servant, William Slaughter. The Prince became very depressed and spent his days in thought until he was delivered from this wretchedness by death."
"Section_159: For Sir James Tyrell devised that they should be murdered in their beds. To the execution whereof, he appointed Miles Forest, one of the four that kept them, a fellow hardened in murder before that time. To him he joined one John Dighton, his own housekeeper, a big, broad, square strong knave. Then all the others being removed from them, this Miles Forest and John Dighton about midnight (the innocent children lying in their beds) came into the chamber, and suddenly lapped them up among the bedclothesîso bewrapped them and entangled them, keeping down by force the featherbed and pillows hard unto their mouths, that within a while, smothered and stifled, their breath failing, they gave up to God their innocent souls into the joys of heaven, leaving to the tormentors their bodies dead in the bed.",Section_159:  Sir James Tyrell devised a plan to murder King Edward V and Prince Richard in their beds. He appointed Miles Forest and John Dighton to carry out the plan. They suffocated the children by wrapping them in bedclothes and pressing pillows to their mouths.,"Summary: Section_159: For Sir James Tyrell devised that they should be murdered in their beds. To the execution whereof, he appointed Miles Forest, one of the four that kept them, a fellow hardened in murder before that time. To him he joined one John Dighton, his own housekeeper, a big, broad, square strong knave. Then all the others being removed from them, this Miles Forest and John Dighton about midnight (the innocent children lying in their beds) came into the chamber, and suddenly lapped them up among the bedclothesîso bewrapped them and entangled them, keeping down by force the featherbed and pillows hard unto their mouths, that within a while, smothered and stifled, their breath failing, they gave up to God their innocent souls into the joys of heaven, leaving to the tormentors their bodies dead in the bed., Text: Section_159:  Sir James Tyrell devised a plan to murder King Edward V and Prince Richard in their beds. He appointed Miles Forest and John Dighton to carry out the plan. They suffocated the children by wrapping them in bedclothes and pressing pillows to their mouths."
"Section_160: Which after that the wretches perceived, first by the struggling with the pains of death, and after long lying still, to be thoroughly dead, they laid their bodies naked out upon the bed, and fetched Sir James to see them. Who, upon the sight of them, caused those murderers to bury them at the stair-foot, suitably deep in the ground, under a great heap of stones.",Section_160:  Sir James had the murderers bury King Edward V and Prince Richard's bodies deep in the ground under a heap of stones.,"Summary: Section_160: Which after that the wretches perceived, first by the struggling with the pains of death, and after long lying still, to be thoroughly dead, they laid their bodies naked out upon the bed, and fetched Sir James to see them. Who, upon the sight of them, caused those murderers to bury them at the stair-foot, suitably deep in the ground, under a great heap of stones., Text: Section_160:  Sir James had the murderers bury King Edward V and Prince Richard's bodies deep in the ground under a heap of stones."
"Section_161: Then rode Sir James in great haste to King Richard and showed him all the manner of the murder, who gave him great thanks and, as some say, there made him knight. But he allowed not, as I have heard, the burying in so vile a corner, saying that he would have them buried in a better place because they were a king's sons. Lo, the honorable nature of a king! Whereupon they say that a priest of Sir Robert Brakenbury took up the bodies again and secretly buried them in a place that only he knew and that, by the occasion of his death, could never since come to light.","Section_161:  Sir James Tyrell was rewarded by King Richard for the murders of Edward V and Prince Richard. Sir Robert Brakenbury, a priest, secretly buried the bodies in a place that only he knew.","Summary: Section_161: Then rode Sir James in great haste to King Richard and showed him all the manner of the murder, who gave him great thanks and, as some say, there made him knight. But he allowed not, as I have heard, the burying in so vile a corner, saying that he would have them buried in a better place because they were a king's sons. Lo, the honorable nature of a king! Whereupon they say that a priest of Sir Robert Brakenbury took up the bodies again and secretly buried them in a place that only he knew and that, by the occasion of his death, could never since come to light., Text: Section_161:  Sir James Tyrell was rewarded by King Richard for the murders of Edward V and Prince Richard. Sir Robert Brakenbury, a priest, secretly buried the bodies in a place that only he knew."
"Section_162: Very truth is it, and well known, that at such time as Sir James Tyrell was in the Towerîfor treason committed against the most famous prince, King Henry the Seventhîboth Dighton and he were examined and confessed the murder in manner above written, but to where the bodies were removed, they could nothing tell. And thus, as I have learned of them that much knew and little cause had to lie, were these two noble princesîthese innocent, tender children, born of most royal blood, brought up in great wealth, likely long to live, to reign, and rule in the realmîby traitorous tyranny taken, deprived of their estate, swiftly shut up in prison, and privately slain and murdered, their bodies cast God knows where by the cruel ambition of their unnatural uncle and his merciless tormentors.","Section_162:  Sir James Tyrell and Dighton were both examined and confessed to murdering the two princes in the Tower. However, they could not tell where the bodies were taken. The princes were likely killed by their uncle, King Richard III, and his merciless tormentors.","Summary: Section_162: Very truth is it, and well known, that at such time as Sir James Tyrell was in the Towerîfor treason committed against the most famous prince, King Henry the Seventhîboth Dighton and he were examined and confessed the murder in manner above written, but to where the bodies were removed, they could nothing tell. And thus, as I have learned of them that much knew and little cause had to lie, were these two noble princesîthese innocent, tender children, born of most royal blood, brought up in great wealth, likely long to live, to reign, and rule in the realmîby traitorous tyranny taken, deprived of their estate, swiftly shut up in prison, and privately slain and murdered, their bodies cast God knows where by the cruel ambition of their unnatural uncle and his merciless tormentors., Text: Section_162:  Sir James Tyrell and Dighton were both examined and confessed to murdering the two princes in the Tower. However, they could not tell where the bodies were taken. The princes were likely killed by their uncle, King Richard III, and his merciless tormentors."
"Section_163: Such things on every part well pondered, God never gave this world a more notable example, either in what insecurity stands this worldly state, or what mischief works the proud enterprise of a high heart, or finally, what wretched end ensues from such pitiless cruelty. For, first, to begin with the ministers: Miles Forest at Saint Martin's piecemeal rotted away; Dighton, indeed, walks on alive in good possibility to be hanged before he die; but Sir James Tyrell died at Tower Hill, beheaded for treason. King Richard himself, as you shall hereafter hear, slain in the field, hacked and hewed of his enemies' hands, dragged on horseback dead, his hair spitefully torn and tugged like a cur dog. And this mischief he received within less than three years of the mischief that he did.",Section_163:  The fate of the conspirators is a notable example of God's justice. Those who participated in the conspiracy against King Edward IV were punished within three years of the King's death.,"Summary: Section_163: Such things on every part well pondered, God never gave this world a more notable example, either in what insecurity stands this worldly state, or what mischief works the proud enterprise of a high heart, or finally, what wretched end ensues from such pitiless cruelty. For, first, to begin with the ministers: Miles Forest at Saint Martin's piecemeal rotted away; Dighton, indeed, walks on alive in good possibility to be hanged before he die; but Sir James Tyrell died at Tower Hill, beheaded for treason. King Richard himself, as you shall hereafter hear, slain in the field, hacked and hewed of his enemies' hands, dragged on horseback dead, his hair spitefully torn and tugged like a cur dog. And this mischief he received within less than three years of the mischief that he did., Text: Section_163:  The fate of the conspirators is a notable example of God's justice. Those who participated in the conspiracy against King Edward IV were punished within three years of the King's death."
"Section_164: And yet all the meanwhile King Richard spent in much pain and trouble outward; much fear, anguish, and sorrow within. For I have heard by credible report from such as were secret within his chambers that, after this abominable deed done, he never had quiet in his mindîhe never thought himself safe.Where he went abroad, his eyes whirled about; his body, secretly defended; his hand, ever on his dagger; his countenance and manner, like one always ready to strike again. He took ill rest at nights, lay long waking and musing, sore wearied with care and watch, rather slumbered than slept, troubled with fearful dreamsîsuddenly at times he would start up, leap out of his bed, and run about the chamber; so was his restless heart continually tossed and tumbled with the troubling impression and stormy remembrance of his abominable deed. Now had he outward no long time in rest.","Section_164:  King Richard III was a tyrant who was constantly troubled by the memory of his abominable deed. He had no rest, either inward or outward./n","Summary: Section_164: And yet all the meanwhile King Richard spent in much pain and trouble outward; much fear, anguish, and sorrow within. For I have heard by credible report from such as were secret within his chambers that, after this abominable deed done, he never had quiet in his mindîhe never thought himself safe.Where he went abroad, his eyes whirled about; his body, secretly defended; his hand, ever on his dagger; his countenance and manner, like one always ready to strike again. He took ill rest at nights, lay long waking and musing, sore wearied with care and watch, rather slumbered than slept, troubled with fearful dreamsîsuddenly at times he would start up, leap out of his bed, and run about the chamber; so was his restless heart continually tossed and tumbled with the troubling impression and stormy remembrance of his abominable deed. Now had he outward no long time in rest., Text: Section_164:  King Richard III was a tyrant who was constantly troubled by the memory of his abominable deed. He had no rest, either inward or outward./n"
